id	subject	day	starttime	length	teacher	group	room	period	experiod	inweek	exweek	exclass	realweeks	equipment
2998135	SLTM	Fre	0840	70	NA	9a:b	Träslöjd	HT				0	34-41, 43, 45-50	
2998081	FLEX	Fre	0845	60	PCG							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
3016693	Mentor Day	Fre	0845	210	TP,AS	9a	Sörbybacken			33		0	33	
3016694	Mentor Day	Fre	0845	210	TA,JE	9b	Sörbybacken			33		0	33	
3114881	FLEX	Fre	0845	60	Vivi	Flex 4						1	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997490	Arbetstid	Fre	0900	450	Vivi							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998557	Arbetstid	Fre	0900	300	LL							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
3023661	Mentor Day	Fre	0900	150	ME,ARS,JW	7a	Markaskogen			33		0	33	
3023664	Mentor Day	Fre	0900	150	AHa,JAW	7b	Markaskogen			33		0	33	
3023666	Mentor Day	Fre	0900	150	SL,LM	7c	Markaskogen			33		0	33	
3023671	Mentor Day	Fre	0900	150	ZJ,LL	7d	Markaskogen			33		0	33	
2997681	IDH	Fre	0905	60	ARS	7b	Idrottshall					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2996820	Arbetstid	Fre	0915	330	NK							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997275	Pep Break	Fre	0915	30	GC,YO,LiP,EF,HR,FS	4a,4b,5a,5b						0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997400	Arbetstid	Fre	0915	300	LM							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997682	HI	Fre	0920	60	JH	8b	202			34-41		0	34-41	
2997683	RE	Fre	0920	60	JH	8b	202			42-43, 45, 48-50	42	0	43, 45, 48-50	
2997684	GE	Fre	0920	60	JH	8b	202			3-7, 9-11		0	3-7, 9-11	
2997685	SH	Fre	0920	60	JH	8b	202			12-13, 15-17, 19, 21-23		0	12-13, 15-17, 19, 21-23	
2997920	MA	Fre	0920	60	AG	6c	105					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997961	EN	Fre	0920	60	KBE	8d	107					0	34-41, 43, 45, 48-50, 3-7, 9-13, 15-17, 19, 21-23	
2998224	No-Lab	Fre	0920	60	ARE	6d:b	No-lab 2	HT				0	34-41, 43, 45-50	
2998231	No-Lab	Fre	0920	60	ARE	6d:a	No-lab 2	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2998749	HoD/HoY	Fre	0920	90	ASN							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2996786	Stugan	Fre	0925	60	LN,JS	Stugan 4						1	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997717	SH	Fre	0925	60	JE	9d	201			34-41, 43		0	34-41, 43	
2997718	GE	Fre	0925	60	JE	9d	201			45-50		0	45-50	
2997719	HI	Fre	0925	60	JE	9d	201			3-7, 9-13		0	3-7, 9-13	
2997720	RE	Fre	0925	60	JE	9d	201			15-17, 19, 21-23		0	15-17, 19, 21-23	
2997766	RE	Fre	0925	60	ZJ	7c	101			34-40		0	34-40	
2997767	HI	Fre	0925	60	ZJ	7c	101			41, 43, 45-50		0	41, 43, 45-50	
2997768	SH	Fre	0925	60	ZJ	7c	101			3-7, 9-13		0	3-7, 9-13	
2997771	GE	Fre	0925	60	ZJ	7c	101			15-17, 19, 21-23		0	15-17, 19, 21-23	
2997949	EN	Fre	0925	60	LL	7d	108					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998014	MA	Fre	0925	60	FO	8c	301					0	34-41, 43, 45, 48-50, 3-7, 9-13, 15-17, 19, 21-23	
2998298	SV	Fre	0925	60	OE,DM	6b	203					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997793	GE	Fre	0930	60	AH	6a	104			12-13, 15-17, 19, 21-23		0	12-13, 15-17, 19, 21-23	
2997794	SH	Fre	0930	60	AH	6a	104			3-7, 9-11		0	3-7, 9-11	
2997795	RE	Fre	0930	60	AH	6a	104			43, 45-50		0	43, 45-50	
2997796	HI	Fre	0930	60	AH	6a	104			34-41		0	34-41	
2997891	IDH	Fre	0930	50	JA	9b	302,Friskis el. annat alternativ					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
3023544	Mentor Day	Fre	0930	180	PCG,FO	8a				33		0	33	
3023547	Mentor Day	Fre	0930	180	KBE,MJA	8b				33		0	33	
3023575	Mentor Day	Fre	0930	180	JH,NK	8c				33		0	33	
3023583	Mentor Day	Fre	0930	180	JA,HO	8d				33		0	33	
3112794	Stugan	Fre	0940	50	LN,JS	Stugan 8						1	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997000	Support	Fre	0945	70	GC							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997217	BL	Fre	0945	90	MJA	8a:b	Bildsal	HT				0	34-41, 43, 45, 48-50	
2997228	MU	Fre	0945	90	KRS	8a:a	Music room	HT				0	34-41, 43, 45, 48-50	
2997239	BL	Fre	0945	90	MJA	8a:a	Bildsal	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2997250	MU	Fre	0945	90	KRS	8a:b	Music room	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2997770	EN	Fre	0945	65	CA	4b	305					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997997	SP2	Fre	0945	60	PCG	SP7:1	102					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998353	FLEX	Fre	0945	60	TP	Flex 4,Flexgrupp,Flexgrupp 2						1	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
3094831	Rast JS	Fre	0945	20	FS							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997492	Support	Fre	0950	70	Vivi							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997867	SH	Fre	0950	60	LiP	4a	304			34-41		0	34-41	
2997887	GE	Fre	0950	60	LiP	4a	304			43, 45-50		0	43, 45-50	
2997888	HI	Fre	0950	60	LiP	4a	304			3-7, 9-12		0	3-7, 9-12	
2997889	RE	Fre	0950	60	LiP	4a	304			13, 15-17, 19, 21-23		0	13, 15-17, 19, 21-23	
2998742	Rastvakt	Fre	0950	20	NK,AS							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997161	MA	Fre	0955	60	EF	5a	209					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997240	Egen rast	Fre	1000	30	CÖ							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998024	MA	Fre	1000	60	ABE	9a	303					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997725	IDH	Fre	1005	50	YO	5b	Idrottshall					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2996909	Egen rast	Fre	1010	30	MÅ							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997012	Student Cafeteria	Fre	1010	30	FS							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997909	SLTM	Fre	1020	70	NA	7b:a	Träslöjd	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2997975	SLTX	Fre	1020	70	AHa	7b:b	Textilslöjd	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2998301	SLTX	Fre	1020	70	AHa	7b:a	Textilslöjd	HT				0	34-41, 43, 45-50	
2998379	SLTM	Fre	1020	70	NA	7b:b	Träslöjd	HT				0	34-41, 43, 45-50	
2998426	Mentor time	Fre	1025	30	ZJ,LL	7d	101					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2996860	Egen rast	Fre	1030	30	HO							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997035	Egen rast	Fre	1030	30	ZC							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997563	FY	Fre	1030	60	NK	8d	107			34-41		0	34-41	
2997564	TK	Fre	1030	60	NK	8d	107			43, 45, 48-50		0	43, 45, 48-50	
2997565	KE	Fre	1030	60	NK	8d	107			3-7, 9-12		0	3-7, 9-12	
2997618	SH	Fre	1030	60	JH	8c	202			12-13, 15-17, 19, 21-23		0	12-13, 15-17, 19, 21-23	
2997619	GE	Fre	1030	60	JH	8c	202			3-7, 9-11		0	3-7, 9-11	
2997620	RE	Fre	1030	60	JH	8c	202			42-43, 45, 48-50	42	0	43, 45, 48-50	
2997621	HI	Fre	1030	60	JH	8c	202			34-41		0	34-41	
2998050	BI	Fre	1030	60	NK	8d	107			13, 15-17, 19, 21-23		0	13, 15-17, 19, 21-23	
2998366	No-Lab	Fre	1030	60	LM	7c:b	No-lab 2	HT				0	34-41, 43, 45-50	
2998388	Livskunskap	Fre	1030	60	SAN	7c:b	108	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2998389	No-Lab	Fre	1030	60	LM	7c:a	No-lab 2	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2998443	Livskunskap	Fre	1030	60	SAN	7c:a	108	HT				0	33-41, 43, 45-51	
3112796	Stugan	Fre	1030	60	LN	Stugan 5						1	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997249	Egen rast	Fre	1035	30	OE,DM							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998091	Lunch	Fre	1035	20	JS	6d	Table 2					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998336	Lunch	Fre	1035	20	AG	6c	Table 1					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998522	Lunch	Fre	1035	20	ARE	6b	Table 3					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998547	Lunch	Fre	1035	20	DS	9b	Table 4					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998576	SV	Fre	1035	60	JW	9C:SV	103					0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998577	SV	Fre	1035	60	TA	9D:SV	204					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998578	SVA	Fre	1035	60	SL	SVA9:1	302					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2996929	Student Cafeteria	Fre	1040	185	MÅ							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998012	MA	Fre	1040	60	FO	8b	301					0	34-41, 43, 45, 48-50, 3-7, 9-13, 15-17, 19, 21-23	
2998329	Lunch	Fre	1040	20	CÖ	6a	Table 5					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998356	FLEX	Fre	1045	60	JAW	Flex 4,Flexgrupp						1	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
3094892	Rast JS	Fre	1045	15	FS							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2996800	Egen rast	Fre	1050	30	LiP							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997278	Egen rast	Fre	1055	30	EF							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997367	Egen rast	Fre	1055	30	JA							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997636	IDH	Fre	1055	60	ARS	7a	Idrottshall					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998293	Lunch	Fre	1055	25	KB,HJ	4a	Table 1					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998397	Lunch	Fre	1055	25	LL,SN	4b	Table 2					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997044	Egen rast	Fre	1100	30	TP							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997195	Egen rast	Fre	1100	30	MS							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997264	Egen rast	Fre	1100	30	DS							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998157	Egen rast	Fre	1100	30	CA							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998210	Lunch	Fre	1100	20	AS	9a	Table 6					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998333	Lunch	Fre	1100	20	ASN,ANN	5a	Table 3					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998448	Lunch	Fre	1100	20	ZJ	7d	Table 5					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998648	Pep Break	Fre	1100	20	GC,HR,FS,AH,CÖ	6a,6b,6c,6d						0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
3112798	Stugan	Fre	1100	30	JS	Stugan 9						1	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997114	Egen rast	Fre	1105	30	ABE							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997421	Egen rast	Fre	1105	30	KBE							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997699	SH	Fre	1105	60	JE	9b	201			34-41, 43		0	34-41, 43	
2997700	GE	Fre	1105	60	JE	9b	201			45-50		0	45-50	
2997701	HI	Fre	1105	60	JE	9b	201			3-7, 9-13		0	3-7, 9-13	
2997702	RE	Fre	1105	60	JE	9b	201			15-17, 19, 21-23		0	15-17, 19, 21-23	
2998206	Lunch	Fre	1105	20	Vivi,YO	5b	Table 4					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2996971	Rast JS	Fre	1110	25	ZC							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998713	Egen rast	Fre	1110	30	ARE							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997448	Egen rast	Fre	1115	30	MJA							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997156	Egen rast	Fre	1120	30	AH							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998223	MA	Fre	1120	60	AG	6b	203					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998300	SV	Fre	1120	60	HO	6C:SV	105					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998302	SV	Fre	1120	60	OE,DM	6D:SV	205					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998303	SVA	Fre	1120	60	LiP	SVA6:1	109					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998465	Lunch	Fre	1120	20	SzF	8a	Table 5					0	34-41, 43, 45, 48-50, 3-7, 9-13, 15-17, 19, 21-23	
2996888	Egen rast	Fre	1125	30	ZJ							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997347	Egen rast	Fre	1125	30	HL							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2996787	Stugan	Fre	1130	50	JS	Stugan 11						1	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2996861	BL	Fre	1130	80	AS	6a:b	Bildsal	HT				0	34-41, 43, 45-50	
2996872	MU	Fre	1130	80	CÖ	6a:a	Music room	HT				0	34-41, 43, 45-50	
2996884	BL	Fre	1130	80	AS	6a:a	Bildsal	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2996895	MU	Fre	1130	80	CÖ	6a:b	Music room	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2997222	Egen rast	Fre	1130	30	MiB							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998377	Lunch	Fre	1130	20	AHa	7b	Table 3					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
3016695	Mentor Day	Fre	1130	210	NA,ABE	9c	Sörbybacken			33		0	33	
3016696	Mentor Day	Fre	1130	210	CK,DS	9d	Sörbybacken			33		0	33	
3094844	Egen rast	Fre	1130	30	YO							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2996810	Egen rast	Fre	1135	30	JH							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2996879	Egen rast	Fre	1135	30	JW							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2996985	Egen rast	Fre	1135	30	GC							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997146	Mentor time	Fre	1135	30	SL,LM	7c	303					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997460	Egen rast	Fre	1135	30	KRS							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998307	Lunch	Fre	1135	20	NK	8d	Table 2					0	34-41, 43, 45, 48-50, 3-7, 9-13, 15-17, 19, 21-23	
2998594	Mentor time	Fre	1135	30	NA,ABE	9c	103					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998602	Lunch	Fre	1135	20	TA	9d	Table 6					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2996850	EN	Fre	1140	60	CA	5b	210					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997497	Rastvakt	Fre	1140	20	TP							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997859	RE	Fre	1140	60	ZC	5a	209			13, 15-17, 19, 21-23		0	13, 15-17, 19, 21-23	
2997860	HI	Fre	1140	60	ZC	5a	209			3-7, 9-12		0	3-7, 9-12	
2997861	GE	Fre	1140	60	ZC	5a	209			43, 45-50		0	43, 45-50	
2997862	SH	Fre	1140	60	ZC	5a	209			34-41		0	34-41	
2997903	IDH	Fre	1140	50	JA	9a	104,Friskis el. annat alternativ					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998464	Lunch	Fre	1140	20	FO	8c	Table 4					0	34-41, 43, 45, 48-50, 3-7, 9-13, 15-17, 19, 21-23	
2998520	Lunch	Fre	1140	20	SAN	8b	Table 1					0	34-41, 43, 45, 48-50, 3-7, 9-13, 15-17, 19, 21-23	
2997123	Egen rast	Fre	1145	30	LN						35-53, 1-26	0	33-34	
2997300	Egen rast	Fre	1145	30	FS							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997491	Egen rast	Fre	1145	30	Vivi							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997985	SV	Fre	1145	60	ASN	4a	304					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998369	MA	Fre	1145	60	EF	4b	305					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997092	Egen rast	Fre	1150	30	JAW							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998006	Mentor time	Fre	1150	20	PCG,FO	8a	301					0	34-41, 43, 45, 48-50, 3-7, 9-13, 15-17, 19, 21-23	
2996883	IDH	Fre	1155	60	ARS	7d	Idrottshall					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2996945	Egen rast	Fre	1155	30	MG							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998694	Egen rast	Fre	1155	30	AHa							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998763	Egen rast	Fre	1155	30	AW							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2996822	Egen rast	Fre	1200	30	NK							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2996866	Egen rast	Fre	1200	30	ML							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997074	Egen rast	Fre	1200	30	SN							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997147	Egen rast	Fre	1200	30	KM							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997200	Egen rast	Fre	1200	30	MC							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997362	Egen rast	Fre	1200	30	HR							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997965	SH	Fre	1200	60	ZJ	7b	101			3-7, 9-13		0	3-7, 9-13	
2998263	HI	Fre	1200	60	ZJ	7b	101			41, 43, 45-50		0	41, 43, 45-50	
2998451	GE	Fre	1200	60	ZJ	7b	101			15-17, 19, 21-23		0	15-17, 19, 21-23	
2998495	RE	Fre	1200	60	ZJ	7b	101			34-40		0	34-40	
2998701	Egen rast	Fre	1200	30	AN							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
3119744	Stugan	Fre	1200	50	JS	Stugan 13						1	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998033	MA	Fre	1205	60	ABE	9d	103					0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998434	Lunch	Fre	1205	20	JW	7a	Table 4					0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998445	Lunch	Fre	1205	20	GC	7c	Table 1					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2998593	Lunch	Fre	1205	20	TP	9c	Table 5					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997090	Rastvakt	Fre	1210	20	SL							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997385	Egen rast	Fre	1210	30	JE							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997408	Egen rast	Fre	1210	30	LM							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997425	Egen rast	Fre	1210	30	NA							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997534	KE	Fre	1210	60	DS	9b	301			45-50, 3-4		0	45-50, 3-4	
2997535	BI	Fre	1210	60	DS	9b	301			5-7, 9-13		0	5-7, 9-13	
2997536	TK	Fre	1210	60	DS	9b	301			15-17, 19, 21-23		0	15-17, 19, 21-23	
2997645	HI	Fre	1210	60	JH	8a	202			34-41		0	34-41	
2997646	RE	Fre	1210	60	JH	8a	202			42-43, 45, 48-50	42	0	43, 45, 48-50	
2997648	GE	Fre	1210	60	JH	8a	202			3-7, 9-11		0	3-7, 9-11	
2997649	SH	Fre	1210	60	JH	8a	202			12-13, 15-17, 19, 21-23		0	12-13, 15-17, 19, 21-23	
2998600	FY	Fre	1210	60	DS	9b	301			34-41, 43		0	34-41, 43	
2997025	Egen rast	Fre	1215	30	SAN							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997149	Rastvakt	Fre	1215	20	PCG,HJ							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2998479	Mentor time	Fre	1215	30	KBE,MJA	8b	107					0	34-41, 43, 45, 48-50, 3-7, 9-13, 15-17, 19, 21-23	
3112802	Stugan	Fre	1220	40	JS	Stugan 6						1	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997316	SV	Fre	1225	60	JW	SVA8:1	109					0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997328	SV	Fre	1225	60	HO	8D:SV	302					0	34-41, 43, 45, 48-50, 3-7, 9-13, 15-17, 19, 21-23	
2998243	No-Lab	Fre	1225	60	ARE	6c:b	No-lab 2	HT				0	34-41, 43, 45-50	
2998244	No-Lab	Fre	1225	60	ARE	6c:a	No-lab 2	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2998524	SV	Fre	1225	60	OE,DM	8C:SV	303					0	34-41, 43, 45, 48-50, 3-7, 9-13, 15-17, 19, 21-23	
2996973	Rast JS	Fre	1230	15	GC,FS							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997493	Support	Fre	1230	105	Vivi							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997934	MA	Fre	1230	60	AG	6d	205					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997938	SH	Fre	1230	60	AH	6b	203			3-7, 9-11		0	3-7, 9-11	
2998009	GE	Fre	1230	60	AH	6b	203			12-13, 15-17, 19, 21-23		0	12-13, 15-17, 19, 21-23	
2998096	RE	Fre	1230	60	AH	6b	203			43, 45-50		0	43, 45-50	
2998245	HKK	Fre	1230	120	MG,AW	6c:b	Hemkunskap	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2998246	HKK	Fre	1230	120	MG,AW	6c:a	Hemkunskap	HT				0	34-41, 43, 45-50	
2998367	HI	Fre	1230	60	AH	6b	203			34-41		0	34-41	
2997485	Rastvakt	Fre	1235	20	ML,EP,MS							0	33-41, 43, 45-51, 3-7, 9-13, 15-17, 19, 21-23	
2997839	KE	Fre	1240	60	LM	7c	102			43, 45-50, 3-4		0	43, 45-50, 3-4	
2997840	FY	Fre	1240	60	LM	7c	102			34-41		0	34-41	
2998320	TK	Fre	1240	60	LM	7c	102			15-17, 19, 21-23		0	15-17, 19, 21-23	
2998334	BI	Fre	1240	60	LM	7c	102			5-7, 9-13		0	5-7, 9-13	
2998589	IDH	Fre	1240	50	JA	9c	104,Friskis el. annat alternativ					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997957	HI	Fre	1245	60	JE	9a	201			3-7, 9-13		0	3-7, 9-13	
2998116	RE	Fre	1245	60	JE	9a	201			15-17, 19, 21-23		0	15-17, 19, 21-23	
2998218	SH	Fre	1245	60	JE	9a	201			34-41, 43		0	34-41, 43	
2998533	GE	Fre	1245	60	JE	9a	201			45-50		0	45-50	
2997897	SH	Fre	1250	60	LiP	5b	210			34-41		0	34-41	
2997898	GE	Fre	1250	60	LiP	5b	210			43, 45-50		0	43, 45-50	
2997899	HI	Fre	1250	60	LiP	5b	210			3-7, 9-12		0	3-7, 9-12	
2997900	RE	Fre	1250	60	LiP	5b	210			13, 15-17, 19, 21-23		0	13, 15-17, 19, 21-23	
2998117	SLTX	Fre	1250	70	AHa	8b:b	Textilslöjd	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2998120	SLTM	Fre	1250	70	NA	8b:a	Träslöjd	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2998121	SLTX	Fre	1250	70	AHa	8b:a	Textilslöjd	HT				0	34-41, 43, 45, 48-50	
2998122	SLTM	Fre	1250	70	NA	8b:b	Träslöjd	HT				0	34-41, 43, 45, 48-50	
2998355	BL	Fre	1250	90	MJA	7a:b	Bildsal	HT				0	34-41, 43, 45-50	
2998358	MU	Fre	1250	90	KRS	7a:a	Music room	HT				0	34-41, 43, 45-50	
2998360	BL	Fre	1250	90	MJA	7a:a	Bildsal	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2998361	MU	Fre	1250	90	KRS	7a:b	Music room	VT				0	3-7, 9-13, 15-17, 19, 21-23	
2997647	IDH	Fre	1255	50	YO	5a	Idrottshall					0	34-41, 43, 45-50, 3-7, 9-13, 15-17, 19, 21-23	
2997876	SH	Fre	1255	60	ZC	4b	305			34-41		0	34-41	
2997877	GE	Fre	1255	60	ZC	4b	305			43, 45-50		0	43, 45-50	
2997878	HI	Fre	1255	60	ZC	4b	305			3-7, 9-12		0	3-7, 9-12	
2997879	RE	Fre	1255	60	ZC	4b	305			13, 15-17, 19, 21-23		0	13, 15-17, 19, 21-23	
